['129', '560', '343', '656', '330', '984', '116', '584', '327', '604']
['241', '508', '948', '53', '888', '523', '770', '905', '245', '598']
['697', '926', '321', '640', '846', '568', '494', '174', '401', '219']
['812', '544', '28', '797', '815', '992', '879', '375', '980', '513']
['274', '282', '109', '33', '258', '728', '813', '317', '86', '463']
['518', '133', '928', '759', '134', '727', '68', '23', '664', '517']
['285', '32', '811', '216', '643', '840', '782', '687', '692', '906']
['357', '633', '532', '228', '442', '421', '986', '804', '608', '431']
['923', '372', '842', '619', '468', '170', '644', '673', '339', '581']
['535', '891', '172', '427', '291', '883', '602', '451', '147', '745']
['709', '63', '854', '603', '495', '26', '577', '136', '94', '574']
['379', '952', '753', '573', '780', '73', '247', '955', '559', '230']
['380', '768', '352', '296', '993', '242', '597', '260', '776', '661']
['637', '788', '396', '250', '98', '769', '636', '726', '658', '556']
['62', '199', '461', '187', '384', '295', '670', '464', '537', '169']
